water_system_name,variable,variable_type,variable_group_type,value
EAST WALNUT GROVE [SWS],Income 0-50k,Count,Households,0
EAST WALNUT GROVE [SWS],Income 50k-100k,Count,Households,1
EAST WALNUT GROVE [SWS],Income 100k-150k,Count,Households,0
EAST WALNUT GROVE [SWS],Mortgage - Total,Count,Households,0
EAST WALNUT GROVE [SWS],Mortgage - Housing Costs Over 30% Income,Count,Households,0
EAST WALNUT GROVE [SWS],Mortgage - Housing Costs Over 50% Income,Count,Households,0
EAST WALNUT GROVE [SWS],No Mortgage - Total,Count,Households,0
EAST WALNUT GROVE [SWS],No Mortgage - Housing Costs Over 30% Income,Count,Households,0
EAST WALNUT GROVE [SWS],No Mortgage - Housing Costs Over 50% Income,Count,Households,0
EAST WALNUT GROVE [SWS],Rent - Total,Count,Households,1
EAST WALNUT GROVE [SWS],Rent - Housing Costs Over 30% Income,Count,Households,0
EAST WALNUT GROVE [SWS],Rent - Housing Costs Over 50% Income,Count,Households,0
EAST WALNUT GROVE [SWS],All Households - Housing Costs Over 30% Income,Percent,Households,24.49
EAST WALNUT GROVE [SWS],All Households - Housing Costs Over 50% Income,Percent,Households,14.65
EAST WALNUT GROVE [SWS],Average Household Size,Hh Weighted,Household Weighted,2.49
EAST WALNUT GROVE [SWS],Median Household Income,Hh Weighted,Household Weighted,68248
EAST WALNUT GROVE [SWS],Per Capita Income,Pop Weighted,Population Weighted,38950
EDGEWATER MOBILE HOME PARK,Total Population,Count,Population,0
EDGEWATER MOBILE HOME PARK,Hispanic / Latino,Count,Population,0
EDGEWATER MOBILE HOME PARK,White,Count,Population,0
EDGEWATER MOBILE HOME PARK,Black / African American,Count,Population,0
EDGEWATER MOBILE HOME PARK,Native American,Count,Population,0
EDGEWATER MOBILE HOME PARK,Asian,Count,Population,0
EDGEWATER MOBILE HOME PARK,Pacific Islander,Count,Population,0
EDGEWATER MOBILE HOME PARK,Other / Multiple,Count,Population,0
EDGEWATER MOBILE HOME PARK,Hispanic / Latino,Percent,Population,3.9
EDGEWATER MOBILE HOME PARK,White,Percent,Population,89.23
EDGEWATER MOBILE HOME PARK,Black / African American,Percent,Population,3.23
EDGEWATER MOBILE HOME PARK,Native American,Percent,Population,0
EDGEWATER MOBILE HOME PARK,Asian,Percent,Population,0
EDGEWATER MOBILE HOME PARK,Pacific Islander,Percent,Population,0
EDGEWATER MOBILE HOME PARK,Other / Multiple,Percent,Population,3.63
EDGEWATER MOBILE HOME PARK,Poverty - Total Assessed,Count,Population,0
EDGEWATER MOBILE HOME PARK,Poverty - Below Level,Count,Population,0
EDGEWATER MOBILE HOME PARK,Poverty - Above Level,Count,Population,0
EDGEWATER MOBILE HOME PARK,Poverty Rate,Percent,Population,35.94
EDGEWATER MOBILE HOME PARK,Total Households,Count,Households,0
EDGEWATER MOBILE HOME PARK,Income Below 10k,Count,Households,0
EDGEWATER MOBILE HOME PARK,Income 10k-15k,Count,Households,0
EDGEWATER MOBILE HOME PARK,Income 15k-20k,Count,Households,0
EDGEWATER MOBILE HOME PARK,Income 20k-25k,Count,Households,0
EDGEWATER MOBILE HOME PARK,Income 25k-30k,Count,Households,0
EDGEWATER MOBILE HOME PARK,Income 30k-35k,Count,Households,0
EDGEWATER MOBILE HOME PARK,Income 35k-40k,Count,Households,0
EDGEWATER MOBILE HOME PARK,Income 40k-45k,Count,Households,0
EDGEWATER MOBILE HOME PARK,Income 45k-50k,Count,Households,0
EDGEWATER MOBILE HOME PARK,Income 50k-60k,Count,Households,0
EDGEWATER MOBILE HOME PARK,Income 60k-75k,Count,Households,0
EDGEWATER MOBILE HOME PARK,Income 75k-100k,Count,Households,0
EDGEWATER MOBILE HOME PARK,Income 100k-125k,Count,Households,0
EDGEWATER MOBILE HOME PARK,Income 125k-150k,Count,Households,0
EDGEWATER MOBILE HOME PARK,Income 150k-200k,Count,Households,0
EDGEWATER MOBILE HOME PARK,Income Above 200k,Count,Households,0
EDGEWATER MOBILE HOME PARK,Income 0-25k,Count,Households,0
EDGEWATER MOBILE HOME PARK,Income 25k-50k,Count,Households,0
EDGEWATER MOBILE HOME PARK,Income 50k-75k,Count,Households,0
EDGEWATER MOBILE HOME PARK,Income 0-50k,Count,Households,0
EDGEWATER MOBILE HOME PARK,Income 50k-100k,Count,Households,0
EDGEWATER MOBILE HOME PARK,Income 100k-150k,Count,Households,0
EDGEWATER MOBILE HOME PARK,Mortgage - Total,Count,Households,0
EDGEWATER MOBILE HOME PARK,Mortgage - Housing Costs Over 30% Income,Count,Households,0
EDGEWATER MOBILE HOME PARK,Mortgage - Housing Costs Over 50% Income,Count,Households,0
EDGEWATER MOBILE HOME PARK,No Mortgage - Total,Count,Households,0
EDGEWATER MOBILE HOME PARK,No Mortgage - Housing Costs Over 30% Income,Count,Households,0
EDGEWATER MOBILE HOME PARK,No Mortgage - Housing Costs Over 50% Income,Count,Households,0
EDGEWATER MOBILE HOME PARK,Rent - Total,Count,Households,0
EDGEWATER MOBILE HOME PARK,Rent - Housing Costs Over 30% Income,Count,Households,0
EDGEWATER MOBILE HOME PARK,Rent - Housing Costs Over 50% Income,Count,Households,0
EDGEWATER MOBILE HOME PARK,All Households - Housing Costs Over 30% Income,Percent,Households,28.02
EDGEWATER MOBILE HOME PARK,All Households - Housing Costs Over 50% Income,Percent,Households,23.19
EDGEWATER MOBILE HOME PARK,Average Household Size,Hh Weighted,Household Weighted,1.79
EDGEWATER MOBILE HOME PARK,Median Household Income,Hh Weighted,Household Weighted,38125
EDGEWATER MOBILE HOME PARK,Per Capita Income,Pop Weighted,Population Weighted,33103
EL DORADO MOBILE HOME PARK,Total Population,Count,Population,139
EL DORADO MOBILE HOME PARK,Hispanic / Latino,Count,Population,84
EL DORADO MOBILE HOME PARK,White,Count,Population,11
EL DORADO MOBILE HOME PARK,Black / African American,Count,Population,15
EL DORADO MOBILE HOME PARK,Native American,Count,Population,0
EL DORADO MOBILE HOME PARK,Asian,Count,Population,19
EL DORADO MOBILE HOME PARK,Pacific Islander,Count,Population,0
EL DORADO MOBILE HOME PARK,Other / Multiple,Count,Population,11
EL DORADO MOBILE HOME PARK,Hispanic / Latino,Percent,Population,60.26
EL DORADO MOBILE HOME PARK,White,Percent,Population,7.8
EL DORADO MOBILE HOME PARK,Black / African American,Percent,Population,10.48
EL DORADO MOBILE HOME PARK,Native American,Percent,Population,0
EL DORADO MOBILE HOME PARK,Asian,Percent,Population,13.27
EL DORADO MOBILE HOME PARK,Pacific Islander,Percent,Population,0
EL DORADO MOBILE HOME PARK,Other / Multiple,Percent,Population,8.19
EL DORADO MOBILE HOME PARK,Poverty - Total Assessed,Count,Population,139
EL DORADO MOBILE HOME PARK,Poverty - Below Level,Count,Population,60
EL DORADO MOBILE HOME PARK,Poverty - Above Level,Count,Population,79
EL DORADO MOBILE HOME PARK,Poverty Rate,Percent,Population,43.12
EL DORADO MOBILE HOME PARK,Total Households,Count,Households,48
EL DORADO MOBILE HOME PARK,Income Below 10k,Count,Households,6
EL DORADO MOBILE HOME PARK,Income 10k-15k,Count,Households,10
EL DORADO MOBILE HOME PARK,Income 15k-20k,Count,Households,0
EL DORADO MOBILE HOME PARK,Income 20k-25k,Count,Households,4
EL DORADO MOBILE HOME PARK,Income 25k-30k,Count,Households,6
EL DORADO MOBILE HOME PARK,Income 30k-35k,Count,Households,1
EL DORADO MOBILE HOME PARK,Income 35k-40k,Count,Households,0
EL DORADO MOBILE HOME PARK,Income 40k-45k,Count,Households,8
EL DORADO MOBILE HOME PARK,Income 45k-50k,Count,Households,1
EL DORADO MOBILE HOME PARK,Income 50k-60k,Count,Households,7
EL DORADO MOBILE HOME PARK,Income 60k-75k,Count,Households,0
EL DORADO MOBILE HOME PARK,Income 75k-100k,Count,Households,1
EL DORADO MOBILE HOME PARK,Income 100k-125k,Count,Households,0
EL DORADO MOBILE HOME PARK,Income 125k-150k,Count,Households,4
EL DORADO MOBILE HOME PARK,Income 150k-200k,Count,Households,0
EL DORADO MOBILE HOME PARK,Income Above 200k,Count,Households,1
EL DORADO MOBILE HOME PARK,Income 0-25k,Count,Households,19
EL DORADO MOBILE HOME PARK,Income 25k-50k,Count,Households,15
EL DORADO MOBILE HOME PARK,Income 50k-75k,Count,Households,8
EL DORADO MOBILE HOME PARK,Income 0-50k,Count,Households,34
EL DORADO MOBILE HOME PARK,Income 50k-100k,Count,Households,9
EL DORADO MOBILE HOME PARK,Income 100k-150k,Count,Households,4
EL DORADO MOBILE HOME PARK,Mortgage - Total,Count,Households,3
EL DORADO MOBILE HOME PARK,Mortgage - Housing Costs Over 30% Income,Count,Households,0
EL DORADO MOBILE HOME PARK,Mortgage - Housing Costs Over 50% Income,Count,Households,0
EL DORADO MOBILE HOME PARK,No Mortgage - Total,Count,Households,10
EL DORADO MOBILE HOME PARK,No Mortgage - Housing Costs Over 30% Income,Count,Households,5
EL DORADO MOBILE HOME PARK,No Mortgage - Housing Costs Over 50% Income,Count,Households,5
EL DORADO MOBILE HOME PARK,Rent - Total,Count,Households,35
EL DORADO MOBILE HOME PARK,Rent - Housing Costs Over 30% Income,Count,Households,17
EL DORADO MOBILE HOME PARK,Rent - Housing Costs Over 50% Income,Count,Households,10
EL DORADO MOBILE HOME PARK,All Households - Housing Costs Over 30% Income,Percent,Households,46.7
EL DORADO MOBILE HOME PARK,All Households - Housing Costs Over 50% Income,Percent,Households,31.09
EL DORADO MOBILE HOME PARK,Average Household Size,Hh Weighted,Household Weighted,2.71
EL DORADO MOBILE HOME PARK,Median Household Income,Hh Weighted,Household Weighted,29468
EL DORADO MOBILE HOME PARK,Per Capita Income,Pop Weighted,Population Weighted,17394
EL DORADO WEST MHP,Total Population,Count,Population,148
EL DORADO WEST MHP,Hispanic / Latino,Count,Population,89
EL DORADO WEST MHP,White,Count,Population,12
EL DORADO WEST MHP,Black / African American,Count,Population,16
EL DORADO WEST MHP,Native American,Count,Population,0
EL DORADO WEST MHP,Asian,Count,Population,20
EL DORADO WEST MHP,Pacific Islander,Count,Population,0
EL DORADO WEST MHP,Other / Multiple,Count,Population,12
EL DORADO WEST MHP,Hispanic / Latino,Percent,Population,60.26
EL DORADO WEST MHP,White,Percent,Population,7.8
EL DORADO WEST MHP,Black / African American,Percent,Population,10.48
EL DORADO WEST MHP,Native American,Percent,Population,0
EL DORADO WEST MHP,Asian,Percent,Population,13.27
EL DORADO WEST MHP,Pacific Islander,Percent,Population,0
EL DORADO WEST MHP,Other / Multiple,Percent,Population,8.19
EL DORADO WEST MHP,Poverty - Total Assessed,Count,Population,147
EL DORADO WEST MHP,Poverty - Below Level,Count,Population,63
EL DORADO WEST MHP,Poverty - Above Level,Count,Population,84
EL DORADO WEST MHP,Poverty Rate,Percent,Population,43.12
EL DORADO WEST MHP,Total Households,Count,Households,51
EL DORADO WEST MHP,Income Below 10k,Count,Households,6
EL DORADO WEST MHP,Income 10k-15k,Count,Households,10
EL DORADO WEST MHP,Income 15k-20k,Count,Households,0
EL DORADO WEST MHP,Income 20k-25k,Count,Households,4
EL DORADO WEST MHP,Income 25k-30k,Count,Households,6
EL DORADO WEST MHP,Income 30k-35k,Count,Households,1
EL DORADO WEST MHP,Income 35k-40k,Count,Households,0
EL DORADO WEST MHP,Income 40k-45k,Count,Households,8
EL DORADO WEST MHP,Income 45k-50k,Count,Households,2
EL DORADO WEST MHP,Income 50k-60k,Count,Households,8
EL DORADO WEST MHP,Income 60k-75k,Count,Households,0
EL DORADO WEST MHP,Income 75k-100k,Count,Households,1
EL DORADO WEST MHP,Income 100k-125k,Count,Households,0
EL DORADO WEST MHP,Income 125k-150k,Count,Households,5
EL DORADO WEST MHP,Income 150k-200k,Count,Households,0
EL DORADO WEST MHP,Income Above 200k,Count,Households,1
EL DORADO WEST MHP,Income 0-25k,Count,Households,20
EL DORADO WEST MHP,Income 25k-50k,Count,Households,16
EL DORADO WEST MHP,Income 50k-75k,Count,Households,8
EL DORADO WEST MHP,Income 0-50k,Count,Households,37
EL DORADO WEST MHP,Income 50k-100k,Count,Households,9
EL DORADO WEST MHP,Income 100k-150k,Count,Households,5
EL DORADO WEST MHP,Mortgage - Total,Count,Households,3
EL DORADO WEST MHP,Mortgage - Housing Costs Over 30% Income,Count,Households,0
EL DORADO WEST MHP,Mortgage - Housing Costs Over 50% Income,Count,Households,0
EL DORADO WEST MHP,No Mortgage - Total,Count,Households,10
EL DORADO WEST MHP,No Mortgage - Housing Costs Over 30% Income,Count,Households,6
EL DORADO WEST MHP,No Mortgage - Housing Costs Over 50% Income,Count,Households,6
EL DORADO WEST MHP,Rent - Total,Count,Households,38
EL DORADO WEST MHP,Rent - Housing Costs Over 30% Income,Count,Households,18
EL DORADO WEST MHP,Rent - Housing Costs Over 50% Income,Count,Households,10
EL DORADO WEST MHP,All Households - Housing Costs Over 30% Income,Percent,Households,46.7
EL DORADO WEST MHP,All Households - Housing Costs Over 50% Income,Percent,Households,31.09
EL DORADO WEST MHP,Average Household Size,Hh Weighted,Household Weighted,2.7099999999999995
EL DORADO WEST MHP,Median Household Income,Hh Weighted,Household Weighted,29468.000000000004
EL DORADO WEST MHP,Per Capita Income,Pop Weighted,Population Weighted,17394
ELEVEN OAKS MOBILE HOME COMMUNITY,Total Population,Count,Population,233
ELEVEN OAKS MOBILE HOME COMMUNITY,Hispanic / Latino,Count,Population,45
ELEVEN OAKS MOBILE HOME COMMUNITY,White,Count,Population,94
ELEVEN OAKS MOBILE HOME COMMUNITY,Black / African American,Count,Population,56
ELEVEN OAKS MOBILE HOME COMMUNITY,Native American,Count,Population,0
ELEVEN OAKS MOBILE HOME COMMUNITY,Asian,Count,Population,37
ELEVEN OAKS MOBILE HOME COMMUNITY,Pacific Islander,Count,Population,0
ELEVEN OAKS MOBILE HOME COMMUNITY,Other / Multiple,Count,Population,1
ELEVEN OAKS MOBILE HOME COMMUNITY,Hispanic / Latino,Percent,Population,19.27
ELEVEN OAKS MOBILE HOME COMMUNITY,White,Percent,Population,40.19
ELEVEN OAKS MOBILE HOME COMMUNITY,Black / African American,Percent,Population,24.01
ELEVEN OAKS MOBILE HOME COMMUNITY,Native American,Percent,Population,0
ELEVEN OAKS MOBILE HOME COMMUNITY,Asian,Percent,Population,15.91
ELEVEN OAKS MOBILE HOME COMMUNITY,Pacific Islander,Percent,Population,0
ELEVEN OAKS MOBILE HOME COMMUNITY,Other / Multiple,Percent,Population,0.62
ELEVEN OAKS MOBILE HOME COMMUNITY,Poverty - Total Assessed,Count,Population,233
ELEVEN OAKS MOBILE HOME COMMUNITY,Poverty - Below Level,Count,Population,87
ELEVEN OAKS MOBILE HOME COMMUNITY,Poverty - Above Level,Count,Population,146
ELEVEN OAKS MOBILE HOME COMMUNITY,Poverty Rate,Percent,Population,37.48
ELEVEN OAKS MOBILE HOME COMMUNITY,Total Households,Count,Households,71
ELEVEN OAKS MOBILE HOME COMMUNITY,Income Below 10k,Count,Households,7
ELEVEN OAKS MOBILE HOME COMMUNITY,Income 10k-15k,Count,Households,2
ELEVEN OAKS MOBILE HOME COMMUNITY,Income 15k-20k,Count,Households,3
ELEVEN OAKS MOBILE HOME COMMUNITY,Income 20k-25k,Count,Households,6
ELEVEN OAKS MOBILE HOME COMMUNITY,Income 25k-30k,Count,Households,10
ELEVEN OAKS MOBILE HOME COMMUNITY,Income 30k-35k,Count,Households,2
ELEVEN OAKS MOBILE HOME COMMUNITY,Income 35k-40k,Count,Households,1
ELEVEN OAKS MOBILE HOME COMMUNITY,Income 40k-45k,Count,Households,1
ELEVEN OAKS MOBILE HOME COMMUNITY,Income 45k-50k,Count,Households,3
ELEVEN OAKS MOBILE HOME COMMUNITY,Income 50k-60k,Count,Households,1
ELEVEN OAKS MOBILE HOME COMMUNITY,Income 60k-75k,Count,Households,13
ELEVEN OAKS MOBILE HOME COMMUNITY,Income 75k-100k,Count,Households,17
ELEVEN OAKS MOBILE HOME COMMUNITY,Income 100k-125k,Count,Households,3
ELEVEN OAKS MOBILE HOME COMMUNITY,Income 125k-150k,Count,Households,0
ELEVEN OAKS MOBILE HOME COMMUNITY,Income 150k-200k,Count,Households,3
ELEVEN OAKS MOBILE HOME COMMUNITY,Income Above 200k,Count,Households,0
ELEVEN OAKS MOBILE HOME COMMUNITY,Income 0-25k,Count,Households,17
ELEVEN OAKS MOBILE HOME COMMUNITY,Income 25k-50k,Count,Households,17
ELEVEN OAKS MOBILE HOME COMMUNITY,Income 50k-75k,Count,Households,15
ELEVEN OAKS MOBILE HOME COMMUNITY,Income 0-50k,Count,Households,34
ELEVEN OAKS MOBILE HOME COMMUNITY,Income 50k-100k,Count,Households,32
ELEVEN OAKS MOBILE HOME COMMUNITY,Income 100k-150k,Count,Households,3
ELEVEN OAKS MOBILE HOME COMMUNITY,Mortgage - Total,Count,Households,8
ELEVEN OAKS MOBILE HOME COMMUNITY,Mortgage - Housing Costs Over 30% Income,Count,Households,3
ELEVEN OAKS MOBILE HOME COMMUNITY,Mortgage - Housing Costs Over 50% Income,Count,Households,1
ELEVEN OAKS MOBILE HOME COMMUNITY,No Mortgage - Total,Count,Households,21
ELEVEN OAKS MOBILE HOME COMMUNITY,No Mortgage - Housing Costs Over 30% Income,Count,Households,1
ELEVEN OAKS MOBILE HOME COMMUNITY,No Mortgage - Housing Costs Over 50% Income,Count,Households,1
ELEVEN OAKS MOBILE HOME COMMUNITY,Rent - Total,Count,Households,42
ELEVEN OAKS MOBILE HOME COMMUNITY,Rent - Housing Costs Over 30% Income,Count,Households,29
ELEVEN OAKS MOBILE HOME COMMUNITY,Rent - Housing Costs Over 50% Income,Count,Households,23
ELEVEN OAKS MOBILE HOME COMMUNITY,All Households - Housing Costs Over 30% Income,Percent,Households,46.85
ELEVEN OAKS MOBILE HOME COMMUNITY,All Households - Housing Costs Over 50% Income,Percent,Households,35.36
ELEVEN OAKS MOBILE HOME COMMUNITY,Average Household Size,Hh Weighted,Household Weighted,3.28
ELEVEN OAKS MOBILE HOME COMMUNITY,Median Household Income,Hh Weighted,Household Weighted,60521
ELEVEN OAKS MOBILE HOME COMMUNITY,Per Capita Income,Pop Weighted,Population Weighted,18213
ELK GROVE WATER SERVICE,Total Population,Count,Population,42647
ELK GROVE WATER SERVICE,Hispanic / Latino,Count,Population,7656
ELK GROVE WATER SERVICE,White,Count,Population,19550
ELK GROVE WATER SERVICE,Black / African American,Count,Population,3209
ELK GROVE WATER SERVICE,Native American,Count,Population,70
ELK GROVE WATER SERVICE,Asian,Count,Population,8939
ELK GROVE WATER SERVICE,Pacific Islander,Count,Population,388
ELK GROVE WATER SERVICE,Other / Multiple,Count,Population,2835
ELK GROVE WATER SERVICE,Hispanic / Latino,Percent,Population,17.95
ELK GROVE WATER SERVICE,White,Percent,Population,45.84
ELK GROVE WATER SERVICE,Black / African American,Percent,Population,7.53
ELK GROVE WATER SERVICE,Native American,Percent,Population,0.16
ELK GROVE WATER SERVICE,Asian,Percent,Population,20.96
ELK GROVE WATER SERVICE,Pacific Islander,Percent,Population,0.91
ELK GROVE WATER SERVICE,Other / Multiple,Percent,Population,6.65
ELK GROVE WATER SERVICE,Poverty - Total Assessed,Count,Population,42258
ELK GROVE WATER SERVICE,Poverty - Below Level,Count,Population,3264
ELK GROVE WATER SERVICE,Poverty - Above Level,Count,Population,38994
ELK GROVE WATER SERVICE,Poverty Rate,Percent,Population,7.72
ELK GROVE WATER SERVICE,Total Households,Count,Households,13239
ELK GROVE WATER SERVICE,Income Below 10k,Count,Households,430
ELK GROVE WATER SERVICE,Income 10k-15k,Count,Households,202
ELK GROVE WATER SERVICE,Income 15k-20k,Count,Households,253
ELK GROVE WATER SERVICE,Income 20k-25k,Count,Households,224
ELK GROVE WATER SERVICE,Income 25k-30k,Count,Households,328
ELK GROVE WATER SERVICE,Income 30k-35k,Count,Households,102
ELK GROVE WATER SERVICE,Income 35k-40k,Count,Households,345
ELK GROVE WATER SERVICE,Income 40k-45k,Count,Households,292
ELK GROVE WATER SERVICE,Income 45k-50k,Count,Households,245
ELK GROVE WATER SERVICE,Income 50k-60k,Count,Households,667
ELK GROVE WATER SERVICE,Income 60k-75k,Count,Households,1117
ELK GROVE WATER SERVICE,Income 75k-100k,Count,Households,1441
ELK GROVE WATER SERVICE,Income 100k-125k,Count,Households,1470
ELK GROVE WATER SERVICE,Income 125k-150k,Count,Households,1386
ELK GROVE WATER SERVICE,Income 150k-200k,Count,Households,1907
ELK GROVE WATER SERVICE,Income Above 200k,Count,Households,2832
ELK GROVE WATER SERVICE,Income 0-25k,Count,Households,1108
ELK GROVE WATER SERVICE,Income 25k-50k,Count,Households,1311
ELK GROVE WATER SERVICE,Income 50k-75k,Count,Households,1784
ELK GROVE WATER SERVICE,Income 0-50k,Count,Households,2420
ELK GROVE WATER SERVICE,Income 50k-100k,Count,Households,3225
ELK GROVE WATER SERVICE,Income 100k-150k,Count,Households,2856
ELK GROVE WATER SERVICE,Mortgage - Total,Count,Households,7552
ELK GROVE WATER SERVICE,Mortgage - Housing Costs Over 30% Income,Count,Households,1903
ELK GROVE WATER SERVICE,Mortgage - Housing Costs Over 50% Income,Count,Households,628
ELK GROVE WATER SERVICE,No Mortgage - Total,Count,Households,2861
ELK GROVE WATER SERVICE,No Mortgage - Housing Costs Over 30% Income,Count,Households,283
ELK GROVE WATER SERVICE,No Mortgage - Housing Costs Over 50% Income,Count,Households,113
ELK GROVE WATER SERVICE,Rent - Total,Count,Households,2826
ELK GROVE WATER SERVICE,Rent - Housing Costs Over 30% Income,Count,Households,1595
ELK GROVE WATER SERVICE,Rent - Housing Costs Over 50% Income,Count,Households,864
ELK GROVE WATER SERVICE,All Households - Housing Costs Over 30% Income,Percent,Households,28.55
ELK GROVE WATER SERVICE,All Households - Housing Costs Over 50% Income,Percent,Households,12.12
ELK GROVE WATER SERVICE,Average Household Size,Hh Weighted,Household Weighted,3.179068135170295
ELK GROVE WATER SERVICE,Median Household Income,Hh Weighted,Household Weighted,122770.99741351404
ELK GROVE WATER SERVICE,Per Capita Income,Pop Weighted,Population Weighted,43429.03313732531
FAIR OAKS WATER DISTRICT,Total Population,Count,Population,36003
FAIR OAKS WATER DISTRICT,Hispanic / Latino,Count,Population,4655
FAIR OAKS WATER DISTRICT,White,Count,Population,27050
FAIR OAKS WATER DISTRICT,Black / African American,Count,Population,708
FAIR OAKS WATER DISTRICT,Native American,Count,Population,94
FAIR OAKS WATER DISTRICT,Asian,Count,Population,1372
FAIR OAKS WATER DISTRICT,Pacific Islander,Count,Population,12
FAIR OAKS WATER DISTRICT,Other / Multiple,Count,Population,2113
FAIR OAKS WATER DISTRICT,Hispanic / Latino,Percent,Population,12.93
FAIR OAKS WATER DISTRICT,White,Percent,Population,75.13
FAIR OAKS WATER DISTRICT,Black / African American,Percent,Population,1.97
FAIR OAKS WATER DISTRICT,Native American,Percent,Population,0.26
FAIR OAKS WATER DISTRICT,Asian,Percent,Population,3.81
FAIR OAKS WATER DISTRICT,Pacific Islander,Percent,Population,0.03
FAIR OAKS WATER DISTRICT,Other / Multiple,Percent,Population,5.87
FAIR OAKS WATER DISTRICT,Poverty - Total Assessed,Count,Population,35775
FAIR OAKS WATER DISTRICT,Poverty - Below Level,Count,Population,2852
FAIR OAKS WATER DISTRICT,Poverty - Above Level,Count,Population,32923
FAIR OAKS WATER DISTRICT,Poverty Rate,Percent,Population,7.97
FAIR OAKS WATER DISTRICT,Total Households,Count,Households,14233
FAIR OAKS WATER DISTRICT,Income Below 10k,Count,Households,546
FAIR OAKS WATER DISTRICT,Income 10k-15k,Count,Households,332
FAIR OAKS WATER DISTRICT,Income 15k-20k,Count,Households,113
FAIR OAKS WATER DISTRICT,Income 20k-25k,Count,Households,229
FAIR OAKS WATER DISTRICT,Income 25k-30k,Count,Households,208
FAIR OAKS WATER DISTRICT,Income 30k-35k,Count,Households,391
FAIR OAKS WATER DISTRICT,Income 35k-40k,Count,Households,206
FAIR OAKS WATER DISTRICT,Income 40k-45k,Count,Households,469
FAIR OAKS WATER DISTRICT,Income 45k-50k,Count,Households,293
FAIR OAKS WATER DISTRICT,Income 50k-60k,Count,Households,804
FAIR OAKS WATER DISTRICT,Income 60k-75k,Count,Households,1064
FAIR OAKS WATER DISTRICT,Income 75k-100k,Count,Households,2214
FAIR OAKS WATER DISTRICT,Income 100k-125k,Count,Households,1447
FAIR OAKS WATER DISTRICT,Income 125k-150k,Count,Households,1568
FAIR OAKS WATER DISTRICT,Income 150k-200k,Count,Households,1875
FAIR OAKS WATER DISTRICT,Income Above 200k,Count,Households,2474
FAIR OAKS WATER DISTRICT,Income 0-25k,Count,Households,1220
FAIR OAKS WATER DISTRICT,Income 25k-50k,Count,Households,1568
FAIR OAKS WATER DISTRICT,Income 50k-75k,Count,Households,1868
FAIR OAKS WATER DISTRICT,Income 0-50k,Count,Households,2788
FAIR OAKS WATER DISTRICT,Income 50k-100k,Count,Households,4082
FAIR OAKS WATER DISTRICT,Income 100k-150k,Count,Households,3016
FAIR OAKS WATER DISTRICT,Mortgage - Total,Count,Households,7090
FAIR OAKS WATER DISTRICT,Mortgage - Housing Costs Over 30% Income,Count,Households,1872
FAIR OAKS WATER DISTRICT,Mortgage - Housing Costs Over 50% Income,Count,Households,845
FAIR OAKS WATER DISTRICT,No Mortgage - Total,Count,Households,3092
FAIR OAKS WATER DISTRICT,No Mortgage - Housing Costs Over 30% Income,Count,Households,261
FAIR OAKS WATER DISTRICT,No Mortgage - Housing Costs Over 50% Income,Count,Households,108
FAIR OAKS WATER DISTRICT,Rent - Total,Count,Households,4051
FAIR OAKS WATER DISTRICT,Rent - Housing Costs Over 30% Income,Count,Households,1844
FAIR OAKS WATER DISTRICT,Rent - Housing Costs Over 50% Income,Count,Households,768
FAIR OAKS WATER DISTRICT,All Households - Housing Costs Over 30% Income,Percent,Households,27.94
FAIR OAKS WATER DISTRICT,All Households - Housing Costs Over 50% Income,Percent,Households,12.09
FAIR OAKS WATER DISTRICT,Average Household Size,Hh Weighted,Household Weighted,2.4802167837955067
FAIR OAKS WATER DISTRICT,Median Household Income,Hh Weighted,Household Weighted,107985.74325851546
FAIR OAKS WATER DISTRICT,Per Capita Income,Pop Weighted,Population Weighted,54435.00970487184
FLORIN COUNTY WATER DISTRICT,Total Population,Count,Population,9951
FLORIN COUNTY WATER DISTRICT,Hispanic / Latino,Count,Population,2963
FLORIN COUNTY WATER DISTRICT,White,Count,Population,1548
FLORIN COUNTY WATER DISTRICT,Black / African American,Count,Population,1394
FLORIN COUNTY WATER DISTRICT,Native American,Count,Population,7
FLORIN COUNTY WATER DISTRICT,Asian,Count,Population,2743
FLORIN COUNTY WATER DISTRICT,Pacific Islander,Count,Population,866
FLORIN COUNTY WATER DISTRICT,Other / Multiple,Count,Population,430
FLORIN COUNTY WATER DISTRICT,Hispanic / Latino,Percent,Population,29.78
FLORIN COUNTY WATER DISTRICT,White,Percent,Population,15.56
FLORIN COUNTY WATER DISTRICT,Black / African American,Percent,Population,14.01
FLORIN COUNTY WATER DISTRICT,Native American,Percent,Population,0.07
FLORIN COUNTY WATER DISTRICT,Asian,Percent,Population,27.56
FLORIN COUNTY WATER DISTRICT,Pacific Islander,Percent,Population,8.7
FLORIN COUNTY WATER DISTRICT,Other / Multiple,Percent,Population,4.32
FLORIN COUNTY WATER DISTRICT,Poverty - Total Assessed,Count,Population,9835
FLORIN COUNTY WATER DISTRICT,Poverty - Below Level,Count,Population,1285
FLORIN COUNTY WATER DISTRICT,Poverty - Above Level,Count,Population,8550
FLORIN COUNTY WATER DISTRICT,Poverty Rate,Percent,Population,13.06
FLORIN COUNTY WATER DISTRICT,Total Households,Count,Households,2755
FLORIN COUNTY WATER DISTRICT,Income Below 10k,Count,Households,84
FLORIN COUNTY WATER DISTRICT,Income 10k-15k,Count,Households,125
